,_id,name
891,891,Hypoprothrombinaemia
892,892,Flurandrenolide
893,893,Mequinol
894,894,RNU7-21P
895,895,KRTAP2-1
896,896,UBXN1
897,897,CENPCP1
898,898,isotype switching
899,899,RNY4P17
900,900,EIF4EP3
901,901,layer formation in cerebral cortex
902,902,LOC101930112
903,903,saliva
904,904,SST
905,905,Other sleep disturbances
906,906,Intraflagellar transport
907,907,LOC105377363
908,908,RPS10B
909,909,VWCE
910,910,TMEM101
911,911,Pulseless electrical activity
912,912,positive regulation of cardiolipin metabolic process
913,913,Cyst epidermal
914,914,TIMM9P3
915,915,glucosidase activity
916,916,RNA5SP532
917,917,GOLGA2P11
918,918,Breast mass
919,919,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
920,920,RAP1B
921,921,LACC1
922,922,Proctitis
923,923,LOC109648316
924,924,Foetal acidosis
925,925,branched-chain-amino-acid transaminase activity
926,926,LOC107984184
927,927,LOC109433679
928,928,LOC105378178
929,929,regulation of low-density lipoprotein particle receptor binding
930,930,Chemical eye injury
931,931,HYAL3
932,932,RPL37P25
933,933,Synthesis of very long-chain fatty acyl-CoAs
934,934,HDACs deacetylate histones
935,935,LOC100996722
936,936,MTND5P17
937,937,TBC1D3E
938,938,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process
939,939,RN7SKP14
940,940,DCLRE1A
941,941,TTTY30P
942,942,LOC105369176
943,943,TMEM220
944,944,Alcohol intolerance
945,945,FGFR3P3
946,946,C5orf63
947,947,LOC108281162
948,948,MIR4771-2
949,949,LOC105374558
950,950,LOC101928489
951,951,Doravirine
952,952,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
953,953,LOC100129646
954,954,KRT18P34
955,955,SBE22
956,956,LINC01473
957,957,positive regulation of glycoprotein biosynthetic process
958,958,C1orf174
959,959,GABRB1
960,960,Ventricular fibrillation
961,961,LOC105369995
962,962,LOC112590814
963,963,DCDC2C
964,964,"NAD+ nucleotidase, cyclic ADP-ribose generating"
965,965,AGXT
966,966,Gemfibrozil
967,967,LOC101929240
968,968,MICE
969,969,Molluscum contagiosum
970,970,WSB2
971,971,DLX6
972,972,"tRNA 3'-trailer cleavage, endonucleolytic"
973,973,DSC3
974,974,trans-synaptic signaling
975,975,ZFP37
976,976,RNF151
977,977,MAPKBP1
978,978,LOC105374020
979,979,MKK2
980,980,LRRC37A3
981,981,X-linked lymphoproliferative syndrome
982,982,PCDH8
983,983,LOC110121078
984,984,LOC107985687
985,985,LOC105375713
986,986,RPS10P9
987,987,SNORD5
988,988,RPAP2P1
989,989,ZIK1
990,990,endogenous depression
991,991,srp
992,992,MAVS
993,993,UPF2
994,994,MLH3
995,995,positive regulation of cytosolic calcium ion concentration
996,996,MTCO1P27
997,997,LOC105378999
998,998,LOC112267978
999,999,high-density lipoprotein particle clearance
1000,1000,relaxation of vascular smooth muscle
1001,1001,PRPF3
1002,1002,Hydroxyamphetamine
1003,1003,LOC100125392
1004,1004,LOC102724612
1005,1005,GLE1
1006,1006,Monoclonal gammopathy
1007,1007,ERAL1
1008,1008,LOC107987277
1009,1009,Rasagiline
1010,1010,miRNA transport
1011,1011,RN7SKP191
1012,1012,ZNRF3
1013,1013,natural killer cell mediated immunity
1014,1014,DNAJB11
1015,1015,germinal center B cell differentiation
1016,1016,scny
1017,1017,LOC114004409
1018,1018,SPDYE19P
1019,1019,RWDD1P3
1020,1020,HCN channel complex
1021,1021,Respiration abnormal
1022,1022,IBSP
1023,1023,"glycogen synthase activity, transferring glucose-1-phosphate"
1024,1024,VWA5B1
1025,1025,MRPS18CP6
1026,1026,hemoglobin metabolic process
1027,1027,RNU6-529P
1028,1028,CD86
1029,1029,cytoskeletal adaptor activity
1030,1030,alveolar lamellar body membrane
1031,1031,C11orf16
1032,1032,SMARCD2
1033,1033,FRMD6-AS1
1034,1034,Vitamin B6 deficiency
1035,1035,ARG80
1036,1036,SNORD32B
1037,1037,SPATC1L
1038,1038,SFPQP1
1039,1039,Buclizine
1040,1040,LOC105374841
1041,1041,skeletal muscle atrophy
1042,1042,Androstanes
1043,1043,LOC112268022
1044,1044,PTMAP4
1045,1045,Tap2
1046,1046,LOC107986440
1047,1047,TXNIP
1048,1048,protein localization to microtubule end
1049,1049,LOC100418993
1050,1050,BTG3-AS1
1051,1051,GTPBP6
1052,1052,RNY3P13
1053,1053,LOC105379752
1054,1054,MTND5P30
1055,1055,LOC102723740
1056,1056,MTND6P16
1057,1057,NUP58
1058,1058,Bicarbonate transporters
1059,1059,cellular response to thyroid hormone stimulus
1060,1060,negative regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry
1061,1061,dopamine receptor signaling pathway
1062,1062,cerebellar molecular layer morphogenesis
1063,1063,PPP1R14BP1
1064,1064,LOC101928274
1065,1065,LOC105372679
1066,1066,RN7SL254P
1067,1067,ACOX2
1068,1068,ERVS71-1
1069,1069,AHCYP5
1070,1070,LOC110120584
1071,1071,FRA11G
